,path,emotion
1785,data/training\Actor_16\16_02_01_02_kids-talking_neutral.wav,neutral
1786,data/training\Actor_17\03-02-01-01-01-01-17_neutral.wav,neutral
1787,data/training\Actor_17\03-02-01-01-01-02-17_neutral.wav,neutral
1788,data/training\Actor_17\03-02-01-01-02-01-17_neutral.wav,neutral
1789,data/training\Actor_17\03-02-01-01-02-02-17_neutral.wav,neutral
1790,data/training\Actor_17\17_02_01_01_dogs-sitting_neutral.wav,neutral
1791,data/training\Actor_17\17_02_01_01_kids-talking_neutral.wav,neutral
1792,data/training\Actor_17\17_02_01_02_dogs-sitting_neutral.wav,neutral
1793,data/training\Actor_17\17_02_01_02_kids-talking_neutral.wav,neutral
1794,data/training\Actor_18\18_01_01_01_dogs-sitting_neutral.wav,neutral
1795,data/training\Actor_18\18_01_01_01_kids-talking_neutral.wav,neutral
1796,data/training\Actor_18\18_01_01_02_dogs-sitting_neutral.wav,neutral
1797,data/training\Actor_18\18_01_01_02_kids-talking_neutral.wav,neutral
1798,data/training\Actor_19\03-02-01-01-01-01-19_neutral.wav,neutral
1799,data/training\Actor_19\03-02-01-01-01-02-19_neutral.wav,neutral
1800,data/training\Actor_19\03-02-01-01-02-01-19_neutral.wav,neutral
1801,data/training\Actor_19\03-02-01-01-02-02-19_neutral.wav,neutral
1802,data/training\Actor_19\19_01_01_01_dogs-sitting_neutral.wav,neutral
1803,data/training\Actor_19\19_01_01_01_kids-talking_neutral.wav,neutral
1804,data/training\Actor_19\19_01_01_02_dogs-sitting_neutral.wav,neutral
1805,data/training\Actor_19\19_01_01_02_kids-talking_neutral.wav,neutral
1806,data/training\Actor_19\19_02_01_01_dogs-sitting_neutral.wav,neutral
1807,data/training\Actor_19\19_02_01_01_kids-talking_neutral.wav,neutral
1808,data/training\Actor_19\19_02_01_02_dogs-sitting_neutral.wav,neutral
1809,data/training\Actor_19\19_02_01_02_kids-talking_neutral.wav,neutral
1810,data/training\Actor_20\03-02-01-01-01-01-20_neutral.wav,neutral
1811,data/training\Actor_20\03-02-01-01-01-02-20_neutral.wav,neutral
1812,data/training\Actor_20\03-02-01-01-02-01-20_neutral.wav,neutral
1813,data/training\Actor_20\03-02-01-01-02-02-20_neutral.wav,neutral
1814,data/training\Actor_20\20_01_01_01_dogs-sitting_neutral.wav,neutral
1815,data/training\Actor_20\20_01_01_01_kids-talking_neutral.wav,neutral
1816,data/training\Actor_20\20_01_01_02_dogs-sitting_neutral.wav,neutral
1817,data/training\Actor_20\20_01_01_02_kids-talking_neutral.wav,neutral
1818,data/training\Actor_21\03-02-01-01-01-01-21_neutral.wav,neutral
1819,data/training\Actor_21\03-02-01-01-01-02-21_neutral.wav,neutral
1820,data/training\Actor_21\03-02-01-01-02-01-21_neutral.wav,neutral
1821,data/training\Actor_21\03-02-01-01-02-02-21_neutral.wav,neutral
1822,data/training\Actor_21\21_01_01_01_dogs-sitting_neutral.wav,neutral
1823,data/training\Actor_21\21_01_01_01_kids-talking_neutral.wav,neutral
1824,data/training\Actor_21\21_01_01_02_dogs-sitting_neutral.wav,neutral
1825,data/training\Actor_21\21_01_01_02_kids-talking_neutral.wav,neutral
1826,data/training\Actor_22\03-02-01-01-01-01-22_neutral.wav,neutral
1827,data/training\Actor_22\03-02-01-01-01-02-22_neutral.wav,neutral
1828,data/training\Actor_22\03-02-01-01-02-01-22_neutral.wav,neutral
1829,data/training\Actor_22\03-02-01-01-02-02-22_neutral.wav,neutral
1830,data/training\Actor_22\22_01_01_01_dogs-sitting_neutral.wav,neutral
1831,data/training\Actor_22\22_01_01_01_kids-talking_neutral.wav,neutral
1832,data/training\Actor_22\22_01_01_02_dogs-sitting_neutral.wav,neutral
1833,data/training\Actor_22\22_01_01_02_kids-talking_neutral.wav,neutral
1834,data/training\Actor_23\03-02-01-01-01-01-23_neutral.wav,neutral
1835,data/training\Actor_23\03-02-01-01-01-02-23_neutral.wav,neutral
1836,data/training\Actor_23\03-02-01-01-02-01-23_neutral.wav,neutral
1837,data/training\Actor_23\03-02-01-01-02-02-23_neutral.wav,neutral
1838,data/training\Actor_23\23_01_01_01_dogs-sitting_neutral.wav,neutral
1839,data/training\Actor_23\23_01_01_01_kids-talking_neutral.wav,neutral
1840,data/training\Actor_23\23_01_01_02_dogs-sitting_neutral.wav,neutral
1841,data/training\Actor_23\23_01_01_02_kids-talking_neutral.wav,neutral
1842,data/training\Actor_24\03-02-01-01-01-01-24_neutral.wav,neutral
1843,data/training\Actor_24\03-02-01-01-01-02-24_neutral.wav,neutral
1844,data/training\Actor_24\03-02-01-01-02-01-24_neutral.wav,neutral
1845,data/training\Actor_24\03-02-01-01-02-02-24_neutral.wav,neutral
1846,data/training\Actor_24\24_01_01_01_dogs-sitting_neutral.wav,neutral
1847,data/training\Actor_24\24_01_01_01_kids-talking_neutral.wav,neutral
1848,data/training\Actor_24\24_01_01_02_dogs-sitting_neutral.wav,neutral
1849,data/training\Actor_24\24_01_01_02_kids-talking_neutral.wav,neutral
1850,data/training\Actor_24\24_02_01_01_dogs-sitting_neutral.wav,neutral
1851,data/training\Actor_24\24_02_01_01_kids-talking_neutral.wav,neutral
1852,data/training\Actor_24\24_02_01_02_dogs-sitting_neutral.wav,neutral
1853,data/training\Actor_24\24_02_01_02_kids-talking_neutral.wav,neutral
1854,data/training\Actor_25\25_01_01_01_fat_neutral.wav,neutral
1855,data/training\Actor_25\25_01_01_01_fit_neutral.wav,neutral
1856,data/training\Actor_25\25_01_01_01_five_neutral.wav,neutral
1857,data/training\Actor_25\25_01_01_01_food_neutral.wav,neutral
1858,data/training\Actor_25\25_01_01_01_gap_neutral.wav,neutral
1859,data/training\Actor_25\25_01_01_01_gas_neutral.wav,neutral
1860,data/training\Actor_25\25_01_01_01_gaze_neutral.wav,neutral
1861,data/training\Actor_25\25_01_01_01_germ_neutral.wav,neutral
1862,data/training\Actor_25\25_01_01_01_get_neutral.wav,neutral
1863,data/training\Actor_25\25_01_01_01_gin_neutral.wav,neutral
1864,data/training\Actor_25\25_01_01_01_goal_neutral.wav,neutral
1865,data/training\Actor_25\25_01_01_01_good_neutral.wav,neutral
1866,data/training\Actor_25\25_01_01_01_goose_neutral.wav,neutral
1867,data/training\Actor_25\25_01_01_01_gun_neutral.wav,neutral
1868,data/training\Actor_25\25_01_01_01_half_neutral.wav,neutral
1869,data/training\Actor_25\25_01_01_01_hall_neutral.wav,neutral
1870,data/training\Actor_25\25_01_01_01_hash_neutral.wav,neutral
1871,data/training\Actor_25\25_01_01_01_hate_neutral.wav,neutral
1872,data/training\Actor_25\25_01_01_01_have_neutral.wav,neutral
1873,data/training\Actor_25\25_01_01_01_haze_neutral.wav,neutral
1874,data/training\Actor_25\25_01_01_01_hire_neutral.wav,neutral
1875,data/training\Actor_25\25_01_01_01_hit_neutral.wav,neutral
1876,data/training\Actor_25\25_01_01_01_hole_neutral.wav,neutral
1877,data/training\Actor_25\25_01_01_01_home_neutral.wav,neutral
1878,data/training\Actor_25\25_01_01_01_hurl_neutral.wav,neutral
1879,data/training\Actor_25\25_01_01_01_hush_neutral.wav,neutral
1880,data/training\Actor_25\25_01_01_01_jail_neutral.wav,neutral
1881,data/training\Actor_25\25_01_01_01_jar_neutral.wav,neutral
1882,data/training\Actor_25\25_01_01_01_join_neutral.wav,neutral
1883,data/training\Actor_25\25_01_01_01_judge_neutral.wav,neutral
1884,data/training\Actor_25\25_01_01_01_jug_neutral.wav,neutral
1885,data/training\Actor_25\25_01_01_01_juice_neutral.wav,neutral
1886,data/training\Actor_25\25_01_01_01_keen_neutral.wav,neutral
1887,data/training\Actor_25\25_01_01_01_keep_neutral.wav,neutral
1888,data/training\Actor_25\25_01_01_01_keg_neutral.wav,neutral
1889,data/training\Actor_25\25_01_01_01_kick_neutral.wav,neutral
1890,data/training\Actor_25\25_01_01_01_kill_neutral.wav,neutral
1891,data/training\Actor_25\25_01_01_01_king_neutral.wav,neutral
1892,data/training\Actor_25\25_01_01_01_kite_neutral.wav,neutral
1893,data/training\Actor_25\25_01_01_01_knock_neutral.wav,neutral
1894,data/training\Actor_25\25_01_01_01_late_neutral.wav,neutral
1895,data/training\Actor_25\25_01_01_01_laud_neutral.wav,neutral
1896,data/training\Actor_25\25_01_01_01_lean_neutral.wav,neutral
1897,data/training\Actor_25\25_01_01_01_learn_neutral.wav,neutral
1898,data/training\Actor_25\25_01_01_01_lease_neutral.wav,neutral
1899,data/training\Actor_25\25_01_01_01_lid_neutral.wav,neutral
1900,data/training\Actor_25\25_01_01_01_life_neutral.wav,neutral
1901,data/training\Actor_25\25_01_01_01_limb_neutral.wav,neutral
1902,data/training\Actor_25\25_01_01_01_live_neutral.wav,neutral
1903,data/training\Actor_25\25_01_01_01_loaf_neutral.wav,neutral
1904,data/training\Actor_25\25_01_01_01_long_neutral.wav,neutral
1905,data/training\Actor_25\25_01_01_01_lore_neutral.wav,neutral
1906,data/training\Actor_25\25_01_01_01_lose_neutral.wav,neutral
1907,data/training\Actor_25\25_01_01_01_lot_neutral.wav,neutral
1908,data/training\Actor_25\25_01_01_01_love_neutral.wav,neutral
1909,data/training\Actor_25\25_01_01_01_luck_neutral.wav,neutral
1910,data/training\Actor_25\25_01_01_01_make_neutral.wav,neutral
1911,data/training\Actor_25\25_01_01_01_match_neutral.wav,neutral
1912,data/training\Actor_25\25_01_01_01_merge_neutral.wav,neutral
1913,data/training\Actor_25\25_01_01_01_mess_neutral.wav,neutral
1914,data/training\Actor_25\25_01_01_01_met_neutral.wav,neutral
1915,data/training\Actor_25\25_01_01_01_mill_neutral.wav,neutral
1916,data/training\Actor_25\25_01_01_01_mob_neutral.wav,neutral
1917,data/training\Actor_25\25_01_01_01_mode_neutral.wav,neutral
1918,data/training\Actor_25\25_01_01_01_mood_neutral.wav,neutral
1919,data/training\Actor_25\25_01_01_01_moon_neutral.wav,neutral
1920,data/training\Actor_25\25_01_01_01_mop_neutral.wav,neutral
1921,data/training\Actor_25\25_01_01_01_mouse_neutral.wav,neutral
1922,data/training\Actor_25\25_01_01_01_nag_neutral.wav,neutral
1923,data/training\Actor_25\25_01_01_01_name_neutral.wav,neutral
1924,data/training\Actor_25\25_01_01_01_near_neutral.wav,neutral
1925,data/training\Actor_25\25_01_01_01_neat_neutral.wav,neutral
1926,data/training\Actor_25\25_01_01_01_nice_neutral.wav,neutral
1927,data/training\Actor_25\25_01_01_01_note_neutral.wav,neutral
1928,data/training\Actor_25\25_01_01_01_numb_neutral.wav,neutral
1929,data/training\Actor_25\25_01_01_01_pad_neutral.wav,neutral
1930,data/training\Actor_25\25_01_01_01_page_neutral.wav,neutral
1931,data/training\Actor_25\25_01_01_01_pain_neutral.wav,neutral
1932,data/training\Actor_25\25_01_01_01_pass_neutral.wav,neutral
1933,data/training\Actor_25\25_01_01_01_pearl_neutral.wav,neutral
1934,data/training\Actor_25\25_01_01_01_peg_neutral.wav,neutral
1935,data/training\Actor_25\25_01_01_01_perch_neutral.wav,neutral
1936,data/training\Actor_25\25_01_01_01_phone_neutral.wav,neutral
1937,data/training\Actor_25\25_01_01_01_pick_neutral.wav,neutral
1938,data/training\Actor_25\25_01_01_01_pike_neutral.wav,neutral
1939,data/training\Actor_25\25_01_01_01_pole_neutral.wav,neutral
1940,data/training\Actor_25\25_01_01_01_pool_neutral.wav,neutral
1941,data/training\Actor_25\25_01_01_01_puff_neutral.wav,neutral
1942,data/training\Actor_25\25_01_01_01_rag_neutral.wav,neutral
1943,data/training\Actor_25\25_01_01_01_raid_neutral.wav,neutral
1944,data/training\Actor_25\25_01_01_01_rain_neutral.wav,neutral
1945,data/training\Actor_25\25_01_01_01_raise_neutral.wav,neutral
1946,data/training\Actor_25\25_01_01_01_rat_neutral.wav,neutral
1947,data/training\Actor_25\25_01_01_01_reach_neutral.wav,neutral
1948,data/training\Actor_25\25_01_01_01_read_neutral.wav,neutral
1949,data/training\Actor_25\25_01_01_01_red_neutral.wav,neutral
1950,data/training\Actor_25\25_01_01_01_ring_neutral.wav,neutral
1951,data/training\Actor_25\25_01_01_01_ripe_neutral.wav,neutral
1952,data/training\Actor_25\25_01_01_01_road_neutral.wav,neutral
1953,data/training\Actor_25\25_01_01_01_room_neutral.wav,neutral
1954,data/training\Actor_25\25_01_01_01_rose_neutral.wav,neutral
1955,data/training\Actor_25\25_01_01_01_rot_neutral.wav,neutral
1956,data/training\Actor_25\25_01_01_01_rough_neutral.wav,neutral
1957,data/training\Actor_25\25_01_01_01_rush_neutral.wav,neutral
1958,data/training\Actor_25\25_01_01_01_said_neutral.wav,neutral
1959,data/training\Actor_25\25_01_01_01_sail_neutral.wav,neutral
1960,data/training\Actor_25\25_01_01_01_search_neutral.wav,neutral
1961,data/training\Actor_25\25_01_01_01_seize_neutral.wav,neutral
1962,data/training\Actor_25\25_01_01_01_sell_neutral.wav,neutral
1963,data/training\Actor_25\25_01_01_01_shack_neutral.wav,neutral
1964,data/training\Actor_25\25_01_01_01_shall_neutral.wav,neutral
1965,data/training\Actor_25\25_01_01_01_shawl_neutral.wav,neutral
1966,data/training\Actor_25\25_01_01_01_sheep_neutral.wav,neutral
1967,data/training\Actor_25\25_01_01_01_shirt_neutral.wav,neutral
1968,data/training\Actor_25\25_01_01_01_should_neutral.wav,neutral
1969,data/training\Actor_25\25_01_01_01_shout_neutral.wav,neutral
1970,data/training\Actor_25\25_01_01_01_size_neutral.wav,neutral
1971,data/training\Actor_25\25_01_01_01_soap_neutral.wav,neutral
1972,data/training\Actor_25\25_01_01_01_soup_neutral.wav,neutral
1973,data/training\Actor_25\25_01_01_01_sour_neutral.wav,neutral
1974,data/training\Actor_25\25_01_01_01_south_neutral.wav,neutral
1975,data/training\Actor_25\25_01_01_01_sub_neutral.wav,neutral
1976,data/training\Actor_25\25_01_01_01_such_neutral.wav,neutral
1977,data/training\Actor_25\25_01_01_01_sure_neutral.wav,neutral
1978,data/training\Actor_25\25_01_01_01_take_neutral.wav,neutral
1979,data/training\Actor_25\25_01_01_01_talk_neutral.wav,neutral
1980,data/training\Actor_25\25_01_01_01_tape_neutral.wav,neutral
1981,data/training\Actor_25\25_01_01_01_team_neutral.wav,neutral
1982,data/training\Actor_25\25_01_01_01_tell_neutral.wav,neutral
1983,data/training\Actor_25\25_01_01_01_thin_neutral.wav,neutral
1984,data/training\Actor_25\25_01_01_01_third_neutral.wav,neutral
1985,data/training\Actor_25\25_01_01_01_thought_neutral.wav,neutral
1986,data/training\Actor_25\25_01_01_01_thumb_neutral.wav,neutral
1987,data/training\Actor_25\25_01_01_01_time_neutral.wav,neutral
1988,data/training\Actor_25\25_01_01_01_tip_neutral.wav,neutral
1989,data/training\Actor_25\25_01_01_01_tire_neutral.wav,neutral
1990,data/training\Actor_25\25_01_01_01_ton_neutral.wav,neutral
1991,data/training\Actor_25\25_01_01_01_tool_neutral.wav,neutral
1992,data/training\Actor_25\25_01_01_01_tough_neutral.wav,neutral
1993,data/training\Actor_25\25_01_01_01_turn_neutral.wav,neutral
1994,data/training\Actor_25\25_01_01_01_vine_neutral.wav,neutral
1995,data/training\Actor_25\25_01_01_01_voice_neutral.wav,neutral
1996,data/training\Actor_25\25_01_01_01_void_neutral.wav,neutral
1997,data/training\Actor_25\25_01_01_01_vote_neutral.wav,neutral
1998,data/training\Actor_25\25_01_01_01_wag_neutral.wav,neutral
1999,data/training\Actor_25\25_01_01_01_walk_neutral.wav,neutral
2000,data/training\Actor_25\25_01_01_01_wash_neutral.wav,neutral
2001,data/training\Actor_25\25_01_01_01_week_neutral.wav,neutral
2002,data/training\Actor_25\25_01_01_01_wheat_neutral.wav,neutral
2003,data/training\Actor_25\25_01_01_01_when_neutral.wav,neutral
2004,data/training\Actor_25\25_01_01_01_which_neutral.wav,neutral
2005,data/training\Actor_25\25_01_01_01_whip_neutral.wav,neutral
2006,data/training\Actor_25\25_01_01_01_white_neutral.wav,neutral
2007,data/training\Actor_25\25_01_01_01_wife_neutral.wav,neutral
2008,data/training\Actor_25\25_01_01_01_wire_neutral.wav,neutral
2009,data/training\Actor_25\25_01_01_01_witch_neutral.wav,neutral
2010,data/training\Actor_25\25_01_01_01_yearn_neutral.wav,neutral
2011,data/training\Actor_25\25_01_01_01_yes_neutral.wav,neutral
2012,data/training\Actor_25\25_01_01_01_young_neutral.wav,neutral
2013,data/training\Actor_25\25_01_01_01_youth_neutral.wav,neutral
2014,data/training\Actor_26\26_01_01_01_back_neutral.wav,neutral
2015,data/training\Actor_26\26_01_01_01_bar_neutral.wav,neutral
2016,data/training\Actor_26\26_01_01_01_base_neutral.wav,neutral
2017,data/training\Actor_26\26_01_01_01_bath_neutral.wav,neutral
2018,data/training\Actor_26\26_01_01_01_bean_neutral.wav,neutral
2019,data/training\Actor_26\26_01_01_01_beg_neutral.wav,neutral
2020,data/training\Actor_26\26_01_01_01_bite_neutral.wav,neutral
2021,data/training\Actor_26\26_01_01_01_boat_neutral.wav,neutral
2022,data/training\Actor_26\26_01_01_01_bone_neutral.wav,neutral
2023,data/training\Actor_26\26_01_01_01_book_neutral.wav,neutral
2024,data/training\Actor_26\26_01_01_01_bought_neutral.wav,neutral
2025,data/training\Actor_26\26_01_01_01_burn_neutral.wav,neutral
2026,data/training\Actor_26\26_01_01_01_cab_neutral.wav,neutral
2027,data/training\Actor_26\26_01_01_01_calm_neutral.wav,neutral
2028,data/training\Actor_26\26_01_01_01_came_neutral.wav,neutral
2029,data/training\Actor_26\26_01_01_01_cause_neutral.wav,neutral
2030,data/training\Actor_26\26_01_01_01_chain_neutral.wav,neutral
2031,data/training\Actor_26\26_01_01_01_chair_neutral.wav,neutral
2032,data/training\Actor_26\26_01_01_01_chalk_neutral.wav,neutral
2033,data/training\Actor_26\26_01_01_01_chat_neutral.wav,neutral
2034,data/training\Actor_26\26_01_01_01_check_neutral.wav,neutral
2035,data/training\Actor_26\26_01_01_01_cheek_neutral.wav,neutral
2036,data/training\Actor_26\26_01_01_01_chief_neutral.wav,neutral
2037,data/training\Actor_26\26_01_01_01_choice_neutral.wav,neutral
2038,data/training\Actor_26\26_01_01_01_cool_neutral.wav,neutral
2039,data/training\Actor_26\26_01_01_01_dab_neutral.wav,neutral
2040,data/training\Actor_26\26_01_01_01_date_neutral.wav,neutral
2041,data/training\Actor_26\26_01_01_01_dead_neutral.wav,neutral
2042,data/training\Actor_26\26_01_01_01_death_neutral.wav,neutral
2043,data/training\Actor_26\26_01_01_01_deep_neutral.wav,neutral
2044,data/training\Actor_26\26_01_01_01_dime_neutral.wav,neutral
2045,data/training\Actor_26\26_01_01_01_dip_neutral.wav,neutral
2046,data/training\Actor_26\26_01_01_01_ditch_neutral.wav,neutral
2047,data/training\Actor_26\26_01_01_01_dodge_neutral.wav,neutral
2048,data/training\Actor_26\26_01_01_01_dog_neutral.wav,neutral
2049,data/training\Actor_26\26_01_01_01_doll_neutral.wav,neutral
2050,data/training\Actor_26\26_01_01_01_door_neutral.wav,neutral
2051,data/training\Actor_26\26_01_01_01_fail_neutral.wav,neutral
2052,data/training\Actor_26\26_01_01_01_fall_neutral.wav,neutral
2053,data/training\Actor_26\26_01_01_01_far_neutral.wav,neutral
2054,data/training\Actor_26\26_01_01_01_fat_neutral.wav,neutral
2055,data/training\Actor_26\26_01_01_01_fit_neutral.wav,neutral
2056,data/training\Actor_26\26_01_01_01_five_neutral.wav,neutral
2057,data/training\Actor_26\26_01_01_01_food_neutral.wav,neutral
2058,data/training\Actor_26\26_01_01_01_gap_neutral.wav,neutral
2059,data/training\Actor_26\26_01_01_01_gas_neutral.wav,neutral
2060,data/training\Actor_26\26_01_01_01_gaze_neutral.wav,neutral
2061,data/training\Actor_26\26_01_01_01_germ_neutral.wav,neutral
2062,data/training\Actor_26\26_01_01_01_get_neutral.wav,neutral
2063,data/training\Actor_26\26_01_01_01_gin_neutral.wav,neutral
2064,data/training\Actor_26\26_01_01_01_goal_neutral.wav,neutral
2065,data/training\Actor_26\26_01_01_01_good_neutral.wav,neutral
2066,data/training\Actor_26\26_01_01_01_goose_neutral.wav,neutral
2067,data/training\Actor_26\26_01_01_01_gun_neutral.wav,neutral
2068,data/training\Actor_26\26_01_01_01_half_neutral.wav,neutral
2069,data/training\Actor_26\26_01_01_01_hall_neutral.wav,neutral
2070,data/training\Actor_26\26_01_01_01_hash_neutral.wav,neutral
2071,data/training\Actor_26\26_01_01_01_hate_neutral.wav,neutral
2072,data/training\Actor_26\26_01_01_01_have_neutral.wav,neutral
2073,data/training\Actor_26\26_01_01_01_haze_neutral.wav,neutral
2074,data/training\Actor_26\26_01_01_01_hire_neutral.wav,neutral
2075,data/training\Actor_26\26_01_01_01_hit_neutral.wav,neutral
2076,data/training\Actor_26\26_01_01_01_hole_neutral.wav,neutral
2077,data/training\Actor_26\26_01_01_01_home_neutral.wav,neutral
2078,data/training\Actor_26\26_01_01_01_hurl_neutral.wav,neutral
2079,data/training\Actor_26\26_01_01_01_hush_neutral.wav,neutral
2080,data/training\Actor_26\26_01_01_01_jail_neutral.wav,neutral
2081,data/training\Actor_26\26_01_01_01_keep_neutral.wav,neutral
2082,data/training\Actor_26\26_01_01_01_keg_neutral.wav,neutral
2083,data/training\Actor_26\26_01_01_01_kick_neutral.wav,neutral
2084,data/training\Actor_26\26_01_01_01_kill_neutral.wav,neutral
2085,data/training\Actor_26\26_01_01_01_king_neutral.wav,neutral
2086,data/training\Actor_26\26_01_01_01_kite_neutral.wav,neutral
2087,data/training\Actor_26\26_01_01_01_knock_neutral.wav,neutral
2088,data/training\Actor_26\26_01_01_01_late_neutral.wav,neutral
2089,data/training\Actor_26\26_01_01_01_laud_neutral.wav,neutral
2090,data/training\Actor_26\26_01_01_01_lean_neutral.wav,neutral
2091,data/training\Actor_26\26_01_01_01_learn_neutral.wav,neutral
2092,data/training\Actor_26\26_01_01_01_lease_neutral.wav,neutral
2093,data/training\Actor_26\26_01_01_01_lid_neutral.wav,neutral
2094,data/training\Actor_26\26_01_01_01_life_neutral.wav,neutral
2095,data/training\Actor_26\26_01_01_01_limb_neutral.wav,neutral
2096,data/training\Actor_26\26_01_01_01_live_neutral.wav,neutral
2097,data/training\Actor_26\26_01_01_01_loaf_neutral.wav,neutral
2098,data/training\Actor_26\26_01_01_01_long_neutral.wav,neutral
2099,data/training\Actor_26\26_01_01_01_lore_neutral.wav,neutral
2100,data/training\Actor_26\26_01_01_01_lose_neutral.wav,neutral
2101,data/training\Actor_26\26_01_01_01_lot_neutral.wav,neutral
2102,data/training\Actor_26\26_01_01_01_love_neutral.wav,neutral
2103,data/training\Actor_26\26_01_01_01_luck_neutral.wav,neutral
2104,data/training\Actor_26\26_01_01_01_make_neutral.wav,neutral
2105,data/training\Actor_26\26_01_01_01_match_neutral.wav,neutral
2106,data/training\Actor_26\26_01_01_01_merge_neutral.wav,neutral
2107,data/training\Actor_26\26_01_01_01_mess_neutral.wav,neutral
2108,data/training\Actor_26\26_01_01_01_met_neutral.wav,neutral
2109,data/training\Actor_26\26_01_01_01_mill_neutral.wav,neutral
2110,data/training\Actor_26\26_01_01_01_mob_neutral.wav,neutral
2111,data/training\Actor_26\26_01_01_01_mode_neutral.wav,neutral
2112,data/training\Actor_26\26_01_01_01_mood_neutral.wav,neutral
2113,data/training\Actor_26\26_01_01_01_moon_neutral.wav,neutral
2114,data/training\Actor_26\26_01_01_01_mop_neutral.wav,neutral
2115,data/training\Actor_26\26_01_01_01_mouse_neutral.wav,neutral
2116,data/training\Actor_26\26_01_01_01_nag_neutral.wav,neutral
2117,data/training\Actor_26\26_01_01_01_name_neutral.wav,neutral
2118,data/training\Actor_26\26_01_01_01_near_neutral.wav,neutral
2119,data/training\Actor_26\26_01_01_01_neat_neutral.wav,neutral
2120,data/training\Actor_26\26_01_01_01_nice_neutral.wav,neutral
2121,data/training\Actor_26\26_01_01_01_note_neutral.wav,neutral
2122,data/training\Actor_26\26_01_01_01_numb_neutral.wav,neutral
2123,data/training\Actor_26\26_01_01_01_pad_neutral.wav,neutral
2124,data/training\Actor_26\26_01_01_01_page_neutral.wav,neutral
2125,data/training\Actor_26\26_01_01_01_pain_neutral.wav,neutral
2126,data/training\Actor_26\26_01_01_01_pass_neutral.wav,neutral
2127,data/training\Actor_26\26_01_01_01_pearl_neutral.wav,neutral
2128,data/training\Actor_26\26_01_01_01_peg_neutral.wav,neutral
2129,data/training\Actor_26\26_01_01_01_perch_neutral.wav,neutral
2130,data/training\Actor_26\26_01_01_01_phone_neutral.wav,neutral
2131,data/training\Actor_26\26_01_01_01_pick_neutral.wav,neutral
2132,data/training\Actor_26\26_01_01_01_pike_neutral.wav,neutral
2133,data/training\Actor_26\26_01_01_01_pole_neutral.wav,neutral
2134,data/training\Actor_26\26_01_01_01_pool_neutral.wav,neutral
2135,data/training\Actor_26\26_01_01_01_puff_neutral.wav,neutral
2136,data/training\Actor_26\26_01_01_01_rag_neutral.wav,neutral
2137,data/training\Actor_26\26_01_01_01_raid_neutral.wav,neutral
2138,data/training\Actor_26\26_01_01_01_rain_neutral.wav,neutral
2139,data/training\Actor_26\26_01_01_01_raise_neutral.wav,neutral
2140,data/training\Actor_26\26_01_01_01_rat_neutral.wav,neutral
2141,data/training\Actor_26\26_01_01_01_reach_neutral.wav,neutral
2142,data/training\Actor_26\26_01_01_01_read_neutral.wav,neutral
2143,data/training\Actor_26\26_01_01_01_red_neutral.wav,neutral
2144,data/training\Actor_26\26_01_01_01_ring_neutral.wav,neutral
2145,data/training\Actor_26\26_01_01_01_ripe_neutral.wav,neutral
2146,data/training\Actor_26\26_01_01_01_road_neutral.wav,neutral
2147,data/training\Actor_26\26_01_01_01_room_neutral.wav,neutral
2148,data/training\Actor_26\26_01_01_01_rose_neutral.wav,neutral
2149,data/training\Actor_26\26_01_01_01_rot_neutral.wav,neutral
2150,data/training\Actor_26\26_01_01_01_rough_neutral.wav,neutral
2151,data/training\Actor_26\26_01_01_01_rush_neutral.wav,neutral
2152,data/training\Actor_26\26_01_01_01_said_neutral.wav,neutral
2153,data/training\Actor_26\26_01_01_01_sail_neutral.wav,neutral
2154,data/training\Actor_26\26_01_01_01_search_neutral.wav,neutral
2155,data/training\Actor_26\26_01_01_01_seize_neutral.wav,neutral
2156,data/training\Actor_26\26_01_01_01_sell_neutral.wav,neutral
2157,data/training\Actor_26\26_01_01_01_shack_neutral.wav,neutral
2158,data/training\Actor_26\26_01_01_01_shall_neutral.wav,neutral
2159,data/training\Actor_26\26_01_01_01_shawl_neutral.wav,neutral
2160,data/training\Actor_26\26_01_01_01_sheep_neutral.wav,neutral
2161,data/training\Actor_26\26_01_01_01_shirt_neutral.wav,neutral
2162,data/training\Actor_26\26_01_01_01_should_neutral.wav,neutral
2163,data/training\Actor_26\26_01_01_01_shout_neutral.wav,neutral
2164,data/training\Actor_26\26_01_01_01_size_neutral.wav,neutral
2165,data/training\Actor_26\26_01_01_01_soap_neutral.wav,neutral
2166,data/training\Actor_26\26_01_01_01_soup_neutral.wav,neutral
2167,data/training\Actor_26\26_01_01_01_sour_neutral.wav,neutral
2168,data/training\Actor_26\26_01_01_01_south_neutral.wav,neutral
2169,data/training\Actor_26\26_01_01_01_sub_neutral.wav,neutral
2170,data/training\Actor_26\26_01_01_01_such_neutral.wav,neutral
2171,data/training\Actor_26\26_01_01_01_sure_neutral.wav,neutral
2172,data/training\Actor_26\26_01_01_01_take_neutral.wav,neutral
2173,data/training\Actor_26\26_01_01_01_talk_neutral.wav,neutral
2174,data/training\Actor_26\26_01_01_01_tape_neutral.wav,neutral
2175,data/training\Actor_26\26_01_01_01_team_neutral.wav,neutral
2176,data/training\Actor_26\26_01_01_01_tell_neutral.wav,neutral
2177,data/training\Actor_26\26_01_01_01_thin_neutral.wav,neutral
2178,data/training\Actor_26\26_01_01_01_third_neutral.wav,neutral
